ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options,dataTables
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxEqualsSpacing,Enforce or disallow spaces around equal signs in JSX attributes,"Enforce or disallow spaces around equal signs in JSX attributes

See [rule details](https://eslint.style/rules/default/jsx-equals-spacing)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxFirstPropNewLine,Enforce proper position of the first property in JSX,"Enforce proper position of the first property in JSX

See [rule details](https://eslint.style/rules/default/jsx-first-prop-new-line)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxIndent,Enforce JSX indentation,"Enforce JSX indentation

See [rule details](https://eslint.style/rules/default/jsx-indent)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxIndentProps,Enforce props indentation in JSX,"Enforce props indentation in JSX

See [rule details](https://eslint.style/rules/default/jsx-indent-props)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxMaxPropsPerLine,Enforce maximum of props on a single line in JSX,"Enforce maximum of props on a single line in JSX

See [rule details](https://eslint.style/rules/default/jsx-max-props-per-line)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxNewline,Require or prevent a new line after jsx elements and expressions.,"Require or prevent a new line after jsx elements and expressions.

See [rule details](https://eslint.style/rules/default/jsx-newline)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxOneExpressionPerLine,Require one JSX element per line,"Require one JSX element per line

See [rule details](https://eslint.style/rules/default/jsx-one-expression-per-line)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxPascalCase,Enforce PascalCase for user-defined JSX components,"Enforce PascalCase for user-defined JSX components

See [rule details](https://eslint.style/rules/default/jsx-pascal-case)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxPropsNoMultiSpaces,Disallow multiple spaces between inline JSX props,"Disallow multiple spaces between inline JSX props

See [rule details](https://eslint.style/rules/default/jsx-props-no-multi-spaces)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxQuotes,Enforce the consistent use of either double or single quotes in JSX attributes,"Enforce the consistent use of either double or single quotes in JSX attributes

See [rule details](https://eslint.style/rules/default/jsx-quotes)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxSelfClosingComp,Disallow extra closing tags for components without children,"Disallow extra closing tags for components without children

See [rule details](https://eslint.style/rules/default/jsx-self-closing-comp)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxSortProps,Enforce props alphabetical sorting,"Enforce props alphabetical sorting

See [rule details](https://eslint.style/rules/default/jsx-sort-props)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxTagSpacing,Enforce whitespace in and around the JSX opening and closing brackets,"Enforce whitespace in and around the JSX opening and closing brackets

See [rule details](https://eslint.style/rules/default/jsx-tag-spacing)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.JsxWrapMultilines,Disallow missing parentheses around multiline JSX,"Disallow missing parentheses around multiline JSX

See [rule details](https://eslint.style/rules/default/jsx-wrap-multilines)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.KeySpacing,Enforce consistent spacing between keys and values in object literal properties,"Enforce consistent spacing between keys and values in object literal properties

See [rule details](https://eslint.style/rules/default/key-spacing)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.KeywordSpacing,Enforce consistent spacing before and after keywords,"Enforce consistent spacing before and after keywords

See [rule details](https://eslint.style/rules/default/keyword-spacing)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.LinebreakStyle,Enforce consistent linebreak style,"Enforce consistent linebreak style

See [rule details](https://eslint.style/rules/default/linebreak-style)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.LinesAroundComment,Require empty lines around comments,"Require empty lines around comments

See [rule details](https://eslint.style/rules/default/lines-around-comment)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.LinesBetweenClassMembers,Require or disallow an empty line between class members,"Require or disallow an empty line between class members

See [rule details](https://eslint.style/rules/default/lines-between-class-members)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.MemberDelimiterStyle,Require a specific member delimiter style for interfaces and type literals,"Require a specific member delimiter style for interfaces and type literals

See [rule details](https://eslint.style/rules/default/member-delimiter-style)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.MultilineTernary,Enforce newlines between operands of ternary expressions,"Enforce newlines between operands of ternary expressions

See [rule details](https://eslint.style/rules/default/multiline-ternary)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.NewParens,Enforce or disallow parentheses when invoking a constructor with no arguments,"Enforce or disallow parentheses when invoking a constructor with no arguments

See [rule details](https://eslint.style/rules/default/new-parens)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.NewlinePerChainedCall,Require a newline after each call in a method chain,"Require a newline after each call in a method chain

See [rule details](https://eslint.style/rules/default/newline-per-chained-call)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.format.NoConfusingArrow,Disallow arrow functions where they could be confused with comparisons,"Disallow arrow functions where they could be confused with comparisons

See [rule details](https://eslint.style/rules/default/no-confusing-arrow)",3,,,Format,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
